Timestamp,Age,Gender,Education Qualification(mention the specialization),Year of completion,Are you happy with the program what you studied/studying? ,What made you choose this course(program)?,"Is your chosen course/program your first preference? If not, what was it?",What are the factors or circumstances that influenced you to change your preference? ,What are your short-term future career plans? ,"In the current competitive scenario, how stressful do you feel on a scale of 10",How do you manage your stress?,Is the present examination pattern assessing the student’s knowledge appropriate? Share your thoughts.,Provide your views on university entrance examinations,"Rank based on preference the following teaching methods on a scale of 1-5 (1-Most preferable,5-least)
For example: If flipped classroom is given 1 then the other methods cannot have the preference 1. Active learning 2, Gamified 3 etc. Do not repeat the ranks. [Flipped class room – Reverse of traditional lectures. The lecture materials are read at home and self-learnt and problems are solved and doubts are cleared in classrooms.]","Rank based on preference the following teaching methods on a scale of 1-5 (1-Most preferable,5-least)
For example: If flipped classroom is given 1 then the other methods cannot have the preference 1. Active learning 2, Gamified 3 etc. Do not repeat the ranks. [Active learning: It’s a group-based learning. Active learning methods ask students to engage in           their learning by thinking, discussing, investigating, and creating.]","Rank based on preference the following teaching methods on a scale of 1-5 (1-Most preferable,5-least)
For example: If flipped classroom is given 1 then the other methods cannot have the preference 1. Active learning 2, Gamified 3 etc. Do not repeat the ranks. [Learning through doing projects and engages them with real life problems.]","Rank based on preference the following teaching methods on a scale of 1-5 (1-Most preferable,5-least)
For example: If flipped classroom is given 1 then the other methods cannot have the preference 1. Active learning 2, Gamified 3 etc. Do not repeat the ranks. [Hands-on-learning means learning by doing.]","Rank based on preference the following teaching methods on a scale of 1-5 (1-Most preferable,5-least)
For example: If flipped classroom is given 1 then the other methods cannot have the preference 1. Active learning 2, Gamified 3 etc. Do not repeat the ranks. [Gamified learning- Gamification in learning involves using game-based elements such as point scoring, peer competition, team work, score tables to drive engagement, help students assimilate new information and test their knowledge.]",How comfortably you learn on a scale of 1 to 10 when an instructor or friend explains the concept,"How comfortably you learn on a scale of 1 to 10 when   you self-learn using resources like online materials or videos, books, and resources.",What is your definition of success?,What do you want to achieve with your education?,"What are your suggestions to improve India’s education system to make it more knowledgeable and enjoyable?
 ",What is the reason behind your first preference?
10-09-2022 09:23,22,Female,BSc (Hons) Horticulture ,07-02-2022,No,Had no option ,Doctor ,Financial status,Banking exams,5,Calm down my self n by being social ,"No, it's only assessing our memory not a knowledge at all",It's just a memory based formality test,1,2,3,5,4,7,8,When I achieve my goal n lead a happy n peaceful life,Not related ,"It's should be more practical oriented than theory, newer technology should be included rather studying 20 years old syllabus which is not useful in this changing era",..
10-09-2022 09:40,23,Female,M.Sc. Decision and computing sciences,5/30/2022,Yes,The curriculum and the course structure,My first preference was medicine,Because of some personal reasons,To excel in the company I'm working in and reach greater positions,5,"Doing the things I love to do like travelling, listening to music, dance",No,Entrance examinations are very good option because the students who truly deserve the seats are getting into the universities they are interested in,4,2,1,3,5,8,4,Learning new things everyday even if it is small,The basic things I need to start my career ,Make it more practical than theories,Because it was my interest
10-09-2022 09:42,22,Male,"BSc in physics, chemistry, mathematics",07-03-2021,Yes ,My interest in the subject,No my first preference was Bsc in Mathematics and computer science ,Unavailability of the subjects of my preference in the college,To be an expert in the field of AI And ML,6,Listening to music and playing games,Yes it is but sometimes it becomes more about scoring in an examination rather than accessing students knowledge ,The method of conducting MCQ based entrance examinations isn't exactly the right way to test the knowledge. I would prefer interview based selections. ,4,1,3,2,5,2,3,Doing something you love in life and being happy,Knowledge which can help me give back something to the world,"By not focusing on marks based learning and by reducing the stressful environment from being created, education in India can be enjoyable ",Active learning is when a group of students engage among themselves it helps in increasing your thinking capability and strengthens your knowledge 
10-09-2022 10:02,22,Male,Electronics and Communication Engineering,7/31/2023,yes,I have interest on doing it ,not sure about that,nile,ECE designer/Circuit building or any other career ,5,By listening to music/seeing a comedy video   ,No I guess ,niel,1,2,3,4,5,8,5,By motivating one self,By getting placed into good company ,"By making some visual projects, by making some models, doing some activities (which should be useful).",To improve our nation and our country 
10-09-2022 10:26,18,Female,BSc hons agriculture ,03-05-2026,Yes,Interest in that area ,Yes ,Nothing influenced me ,Learn,5,"Read,  write , watch movies ",No,They are needed ,3,2,4,1,5,3,9,Happiness,Give back to the society,"More hands on , practical approach ",Interest 
10-09-2022 10:45,24,Male,PG Diploma ,3/21/2021,Yes,Self interest ,"Yes, it was my preference.",None ,Gain knowledge in the current field.,4,By not taking the grades seriously.,Yes it does test our knowledge.,Entrance examinations are something that I don't like. ,1,5,4,3,2,9,4,Being satisfied/happy with myself.,Gain knowledge that can be used in my life.,Less attention to grades and more attention to practicals. Practical in the sense with more real life application.,"What is taught to us should be applicable in some way or the other, if not it's a wast of time."
10-09-2022 10:45,23,Male,MSc. Mathematics,3/30/2023,Yes,I wanted to do PhD in mathematics. ,Yes,My father is a maths teacher. So i would also love to do mathematics. ,Tutoring,7,I listen to music and talk with friends. ,"Actually, I don't really know y we are learning some of the mathematical concepts. It's absolutely abstract and y we need in life. This educational system only train students to memorise the concepts and reproduce in the answer paper. But curriculum should be in such a way that it teacha the basic idea behind it and then go into the concepts. ",Universities should have entrance examinations to make sure the prerequisite knowledge of the students. ,5,3,2,1,4,9,8,Learn every minute,Explore the latest technologies in everything. ,Hands on learning method when it comes to science and atleast visualization method when it comes to mathematics. ,I like mathematics
10-09-2022 10:48,23,Female,M.Sc Data Science ,6/20/2023,yes,its a combination of statistics and coding thats why,yes,NA,being professional in handling any data science problem,6,listening music,i dont feel so,it is good i feel because University gets to know the potential of the students ,1,5,4,3,2,10,8,success is making every field of life the best by doing hard work,a good job and professionalism ,I feel visualizations and hands on projects should be introduced to make the students future ready.,I think its the best way of exchanging knowledge 
10-09-2022 11:17,22,Female,MSc data science ,5/31/2023,Yes ofcourse ,Future success ,Computer Science ,My decision ,Safe and secure satisfaction job,6,Walking ,Ofcourse not ,Stimulate the basics knowledge ,5,4,3,2,1,7,3,Hard work smart work love to do whatever you want,Good analyst ,More practical not theory,Scope of that course
10-09-2022 11:34,25,Male,MTech Structural Engineering (Final year),5/30/2023,Yes definitely ,I find it interesting and I'm passionate in structural design. Career growth opportunities and scope of engineers in this field.,First preference ,Secured future and peaceful life are the reasons ,Develop industry relevant skills and focus on career growth ,5,"Self confidence, learning attitude from which I try to correct mistakes and discuss problems faced with colleagues ",Application based learning to be encouraged which is quite underrated in Indian education system. ,"Highly appreciable. Questions will test the basic understanding, conceptual clarity which provide basis for any basic science subjects. ",5,2,1,3,4,8,7,Happy and peaceful life with decent income and respectful position in society ,Lead Successful life,Project based learning ,Project based learning improves creativity and also understand the subject.
10-09-2022 11:36,21,Male,B.E,10-01-2022,Yes,My passion to be Software Engineer ,Yes it is.,Nothing ,Get a job with good salary ,9,By enjoying my weekend by seeing F1 and enjoying with my favourite people,Yes. But it can be better in future.,CET was the most difficult exam.,1,3,5,4,2,9,8,"Continuous growth in what you are doing is success. No matter how small the growth is, it is still success ",Education just teaches us the theory part of everything. But in life it is all your skills which u have to work on. ,By making the subject more interesting. And adding the latest topics to study about instead of using the same old topic which our parents were learning in their childhood. ,As I told before I wanted to do the course by choice 
10-09-2022 12:00,21,Male,Data science,6/13/2023,No,Interest in Tech,Mtech. in Data Science,Eligiblity,Right now the plan is to get a decent paying job.,4,"spending time with friends , watching content",No not at all ,Not given the exam,2,4,1,3,5,7,8,To earn enough by doing what you love.,Knowledge,I think we should start with changing the way of teaching ,"As our main motive of learning is to solve real world problems, so its better we start it from college level"
10-09-2022 12:15,25,Female,MBBS ,3/31/2021,Yes ,Association with human body and diversity of subjects  ,Yes ,NA,To finish specialisation courses so i can work in that field of my choice ,10,"Meditation, therapy and music ","No, they could be more practical and life situation related, than just mugging up theory topics ",Could be more practical and real life based ,2,4,3,1,5,7,9,Financial independence and good ,Serve the community in a subsidised manner,"Schools and colleges shouldn't burden the students with exams as the only way to get a degree. Education is beyond just a degree. It's how we utilise it in present day lives and make a difference. They should include more practicality while teaching, more practical exams and make students enjoy the process than make them afraid of the system. Marks can not be the way to a successful person. ",I believe in doing and learning as it stays in your mind more. 
10-09-2022 13:07,21,Male,Computer Science Engineering ,08-01-2023,Yes,Personal interest and plenty of opportunities ,"No, first preference was electronics and communications engineering","Number of opportunities, good placements and alignment with personal interest.",Working immediately after under graduation and maximize learning with challenging tasks.,10,Often i just try to slow down and not compare myself to peers but managing stress is the hardest part and i wouldn't say I'm managing it.,"Not at all. I'm totally against the current system of  education especially in engineering. The exams,assignments,labs etc focus mostly on the memorizing ability of students and not the depth of knowledge and relevance to industry. The subjects are taught and read from a marks point of view which is not going to help in the long run.",Very competitive given the number of competents and the reservations. I don't see an alternative since lakhs of students write them and there has to be a way to filter the top ones.,4,1,3,5,2,8,10,Still finding that for myself xD. Succes for me is enjoying the process and giving my best in the process and not attaching success to the results which are often not in my hand due to various factors being invlolved.,"Being provided a strong platform and base for building my career and learning technical, people and self management skills.","The importance given for marks needs to be vastly reduced. It's high time teachers teach something for what it is and why that is relevant rather than explaining how important that is for exams. Honestly who is benefitting from this? After you score certain marks in exams no one benefits from important topics or questions.  People forget them after exams in a day or two. It doesn't last. Students and teachers need to detach themselves from scoring marks and learn and try things for what they are,how interesting they are, how relevant they are, the research scope, industry scope, sub topics, detailed explanations etc. This is what mattera to the student in the long run i.e retention of knowledge. Marks and exams often fail badly in judging a student. It's a memory test and nothing else",The potential of learning being fun makes it exciting for students to actively involve and make contributions. This would encourage a student to learn more and dig more since their contributions matter.
10-09-2022 13:07,23,Female,M.TECH BIOTECHNOLOGY ,10-01-2023,Yes,Im interested in science and research ,Yes,-,To pursue PhD ,8,"Chatting with friends, reading books, watching series","No, first of all the curriculum in India is outdated. There should be an updated syllabus and assessment should be based not only on the theoretical part but also application oriented.
Pressure should be reduced on memorizing  the entire portion",the entrance exams focus only on the theory aspect of the subject. They should also look into the other achievements of the students,5,2,3,4,1,10,7,Success is anything that you hav done that satisfies oneself,"Education is not just a course we study and use it for a job. Education should give knowledge, able to differentiate the right and wrong and help the others","Stress free fun engageable system where the students can pitch their idea, discuss their theories","It is more fun based study, engage the students and create an health competitive environment "
10-09-2022 13:32,22,Female,Mtech,7/18/2023,Yes,Personal reasons,No. It was 5g and future generation communication systems ,Family situation ,To pursue phd,5,Playing basketball ,Yes,No comments ,5,2,1,3,4,10,7,When i am convinced that i have proved myself in any place or situation.,Self satisfaction ,Practical learning should be implemented ,It was based on my ug degree
10-09-2022 13:39,22,Male,Bsc ,06-01-2021,No,Interest in science,No. I wanted to pursue MBBS,Government made it mandatory to clear NEET. And lack of proper guidance to clear entrence exams.,Join Indian Police Services,10,Nothing much. Hope it will pass eventually.,Yes,Rather than MCQs it should consist of descriptive questions too.,4,3,1,2,5,4,6,Being happy with ehat you do and the way you live.,Success,Industry oriented learning should be given importance. Solving real world problems during college days should be made compulsory.,Industry oriented learning should be given importance.
10-09-2022 13:45,21,Female,Bsc,6/30/2021,Yes,I like computers,Yes,Nothing,Being in a tech background,7,Reels,No. I think the government should include more diversity in it.,That's one way of testing the students ,5,1,2,3,4,8,7,Being happy and satisfied with what you're doing,Being good at coding ,Kids should engage more in the studies. And being taught how to solve real world problems.,I like computers
10-09-2022 13:52,19,Male,BTech Mechanical with AI and ML,9/15/2024,Yes,Passion,Yes,I got the course in my first preference ,Higher studies,5,"Movies, Series, etc","No, the exams in the universities only test the memory of the students not the IQ","It has become very competitive lately, more universities should be established ",1,3,4,5,2,7,10,A life with minimal worries,Increase my learning curve,Hands on experience and more extra curriculars should be inculcated in the course,Passion since childhood 
10-09-2022 14:04,22,Female,M.Sc. Data Science ,7/31/2023,Yes,The development in the field,Yes,Constantly changing ideology and methodologies ,Work in a highly reputed company and keep learning numerous skillsets,7,taking constant breaks between working so that im not over burdened at the same time trying to meet deadlines,no,should be at a level that should cater to students from every education board,5,1,4,3,2,8,8,Sucess is not a destination it's a journey ,To give whatever knowledge ive gathered over the years however i can,nil,Group based learning helps in understanding others views and learn new things by listening to teammates opinions and thoughts 
10-09-2022 14:48,21,Female,Bsc (CMS),7/28/2022,Yes,Good scope in subject ,Yes it is my first preference ,NA,To be in a better position than I am today ,10,By reading and journaling ,"No, it is focused more on memory than knowledge ","It's good, but it should focus on knowledge than memory ",1,4,5,3,2,10,8,To understand and to implement in life,Not sure,To make it more interactive and demo based classes ,Not interactive 
10-09-2022 15:19,22,Female,Business Statistics ,4/30/2023,Yes,I have interest in the same ,Yes it's first one ,I didn't changed it,Job and experience ,5,Eating ,Yes,It's fine,5,4,3,2,1,6,5,Happiness ,Happiness ,More practicality will do awesome ,Interest
10-09-2022 15:21,21,Female,B.Tech (Computer Science),06-01-2023,Yes,"Started coding in 11th grade, have found it interesting since then",Somewhat first preference but I would equally love to be a fitness coach or football player.,"As a school student, i wasnt enough exposed to career choices in the field of sports or fitness. Hence, i chose to build a career in computer science",Gain job experience for another 2 years and go for post grad studies after that.,6,"Focusing on my breathing, listening to songs, playing a sport, going out for a walk / run in open sky helps me manage stress",No,Focus more on theoretical rather than practical knowledge and application  ,4,5,3,1,2,8,7,Success is happiness and achieving my set goals in life.,"As of now, becoming a good professional in the field of IT and Soft. Dev, along with being a helping and responsible human is what i strive to achieve from my education.",What we need to improve in our system is to teach the importance of what we are studying and why we are studying that particular subject or topic. Subjects should be taught by including more practical scenarios. Students should be taught to not memorise theory and run after marks but rather understand and grow their knowledge to later apply in real life scenarios. A more wider range of subject selection should be made available to the students so that they can mix and match subjects that they like. ,Gamification gives a sense of achievement and makes learning fun
10-09-2022 16:55,20,Female,Pursing B. E. Information Science and Engineering,7/31/2023,Yes and no,"Job opportunity, serves a base for anything else you want to study later",Yes it was,"N/A but again, it could be family, job opportunities, etc","Higher studies, a masters, yet to decide specialization",9,"Taking time off, taking break days, reminding myself hustle culture isn't right","Nope, it doesn't make us industry ready","Outdated, theoretical",3,1,2,5,4,7,10,"Being happy with where you are, a peace of mind, and a state of satisfaction",A job,"To make it more interactive, encourage activities rather than tests and attendance",Passion
10-09-2022 17:01,18,Female,12th grade PCMC,8/28/2022,Yes,Interest in doing engineering from a great college,Yes,None,Finish engineering ,9,By playing music and call of duty,"To a certain extent, yes. Competitive exams majorly focus on the fundamentals of math and the sciences, even though students are trained to solve problems more than understand a concept in depth due to time restraints. As far as school exams go, however, almost every question's answer can be memorised","Competitive exams majorly focus on the fundamentals of math and the sciences, even though students are trained to solve problems more than understand a concept in depth due to time restraints",2,4,1,5,3,9,10,Leaving a net positive impact on the world through my own ideas and living a well balanced life,"I would love to be a part of creating a huge real world system that helps with the world 's security issues, both bug and small","A. Great teachers who focus on simplifying the topic, exploring perspectives and possibilities pertaining to the topic (thereby teaching students to approach any problem with an open mind) and fundamental understanding of the concept (if involved)
B. Help children/students rediscover the joy of learning through making them understand the real world consequences of what they learn (through a hands on project or by learning real world applications)
C. Syllabus: Co scholastic subjects, vocational training could be included. Students must be taught how to learn and think for themselves (the most important aspect). Syllabi can be updated to only what's true and relevant",What use is.of learning if a) you're not satisfied and/or b) you aren't contributing towards solving real world problems?
10-09-2022 17:04,23,Male,M.Tech (Automotive Engineering),7/31/2023,Yes,Interest ,Yes,Nil,To get placed in a well company and grow mutually ,6,Pomodoro technique,Yes,Improper platform of judgement. Not to the mark for the people who takes time to understand and recollect.,1,2,5,4,3,8,9,Accomplishment of goals through regular and continuous efforts in it's direction ,Financial Independence and a peaceful life ahead,"Keep the classes in labs, where one is surrounded by all the stages of technology and also can get access to do test is any flashes in mind immediately.",Interest 
10-09-2022 17:09,21,Others,B.E.  in Information Science Engineering ,08-01-2023,No.,Future scope.,Yes.,"Again, future job oppertunity ",Get a job in a product base sector ,8,Binge watching tv shows,No. I feel they're checking for student's memorizing capacity rather than their knowledge of concept. Some will thrive. Not all,"Very vague and not too concentrated on the future goals. Eg: we don't use chem, phy or math concept in ISE. Yet to get in, you need to excel in those.",3,4,1,2,5,6,10,Satisfaction ,A good life.,More concentration on other fields rather than engineering and medical ,Nothing 
10-09-2022 17:11,20,Female,Undergrad ( Engineering major in Electronics and Communications ,5/20/2024,Yes,It’s my interest ,Yes,.,Post Grad program in my dream college I guess,7,Improve on my time management skills ,.,JEE prep is a rat race ,3,5,2,1,4,10,9,Getting to do what you’ve always wanted to ,Build something to help people around me ,Just don’t dump lessons onto the kids. Take it slow and help them enjoy the process of learning what they actually want to.,"In Hands-on learning, you remember. And you improve your skills. And it’s fun ! "
10-09-2022 17:17,22,Female,Bsc,08-02-2022,Yes,Interest in the combined subjects,Not really ,Engineering had a scope more than bsc ,Become a statistician,8,Workout and self care ,Not at all,Should reduce the cut off marks so that student should not feel desperate for just marks. ,5,4,2,1,3,10,8,Smart work and understanding,Become a professional,"Reduce the marks eligibility criteria , the fee of school's and colleges and make sure students are taught in a advanced way. Stop teaching unwanted subjects and teach essential ones according to the liking of the student. I support education with quality and freedom to choose what student/students want to study. 
",To secure a job 
10-09-2022 17:49,21,Female,"BE , ISE",06-01-2023,No,Don't know,No,Haven't changed it,Placements ,10,Doing things we love,No,It's good and can be enhanced,4,3,5,1,2,10,8,Doing things we love and passion,Good technicality and knowledge ,Make it student friendly,It should be updated
10-09-2022 18:24,22,Female,Currently pursuing PG - MSc Biostatistics ,07-01-2023,Yes,I wanted to be a biostatistician,"Yes, it is my first preference ",No change in preference ,Gain experience as a fresher in a pharmaceutical industry ,4,I do activities which help me take my mind off what's bothering me ,"No. A lot of focus is still given to the marks scored in an exam, and not giving importance to how the student answers the exam",Entrance examinations are fine. But they also give a lot of pressure to the student. So they can be managed better,5,4,1,2,3,8,7,"As long as the achievement makes me happy, I think its a success",A good job which makes me learn new things all the time and makes me happy,"Give students better opportunities to work with real life examples and good guidance, even if the project is a small one. That way students learn a lot",I personally learn best when I'm working on a project. Hence I think its the best way to learn
10-09-2022 21:14,21,Male,BE in ISE,7/31/2023,Not completely ,Job prospects and interest ,Yes ,My interest in the domain and current IT market ,Expand my technical knowledge and gain experience ,7,Nothing specific ,Not at all ,It most definitely is a category to assess students,5,4,1,2,3,8,8,Life of contentment ,Good paying job ,Update the curriculum to something that reflects the industries.,Learning in the highest form is through experience 
10-09-2022 21:15,19,Male,B. E. In Electronics and Communication Engineering,6/30/2025,"Well, kind of like a mixed opinion. 
Some things are very good indeed, but other are extremely bad. ",My passion and interest towards the subject,Yes,Scheme and Syllabus ,"Plan A - Pilot
Plan B - Software Engineer",7,"That depends on the scenario. Will check accordingly. Most of the times, I'll just let it go and not bother about it too much. ","Well, according to me, the answer is a big 'NO'. 
These exam patterns assess the students' memory power. They are no where near to assessing the students' thinking capabilities or 'KNOWLEDGE'. ",No objections as such. ,5,4,2,3,1,9,8,"Peace of Mind, happiness",Knowledge,"I believe that, the entire education system should undergo 'Digital Transformation'. 
The education system must evolve. ","In this modern era, 'Digitalization' is at it's peak. People are gradually migrating from Old-School methodologies to modern-day technologies. Gamification of certain educational concepts might prove to be more 'thought-provoking' and intriguing to students and help them understand the concepts more effectively. "
10-10-2022 18:24,21,Female,MSC BIOTECHNOLOGY,6/30/2023,Yes,Teacher who thought in UG,1st preference ,Nothing,Internship in biotech company ,10,Sleep ,Exams and knowledge is not going hand in hand ,Nil,5,4,3,2,1,10,9,Stay determined and focused towards goal ,Knowledge ,Increase practical experience ,Love towards subject 
10-10-2022 22:16,24,Male,MSc(Data Science),06-10-2023,No,"Dealing with the real world data and finding the solutions, the best part of it.",Yes,NA,"To work on projects, internship and get placed.",5,For me I find rest in the arms of God and keep patience and do the daily works that I need to do with consistent.,"No, it should be more like an application oriented rather than a mug-up thing.","Yes, it should be there, so they could have all student at equal place. As preparing for entrance itself will help the students to really know this course is for him or not.",5,4,1,2,3,7,9,"To be honest I don't have any success definition, the only thing I would like to do is always have an attitude of learning, being honest and hardworking person. Serving God in all ways of my life.","The one thing that I want to achieve through education is by developing a solution for the real life problem of humanity, a work or solution that will be beneficial for human.","First fill the inequality gap like all child should have internet, computer etc., which are an essential part of education. No child should drop out due to financial constraint(free education). More application and project-based learning, evaluating them on different criteria and not on same scale.",Project-based approach where a student can apply it's learning and also it will be creative and challenging. It will help to develop critical thinking and problem solving skills.
10-11-2022 08:38,23,Male,B.E MECHANICAL ,8/25/2022,Not exactly ,Love for machines,Yes it was,NA,Trade and invest and make profit,8,Anime,Yes,NA,1,2,4,3,5,9,10,To me it's the comfort level of my family,Career,Try new things other than classroom lecture ,Just to learn new things and explore the machines
10-11-2022 09:00,22,Male,BE MECHANICAL,8/20/2022,No,Childhood dream,Yes,No,I want to get job in IT company,10,By watching movies and Entertainment shows,No,I don't know,1,2,3,4,5,6,9,Success is hard work not a luck,Forum,They should include more practical than the theory,I don't know
10-11-2022 09:12,20,Female,BBA.LLB ,10-11-2022,Yes,Interest ,It was my first preference ,Nothing ,To become a corporate lawyer,5,By doing things I love ,No examination paper shld not be the only way to assess a student ,Entrance exams are a good way of admitting students,5,1,2,3,4,8,7,To do something that we love n be satisfied with what we are doing ,Money ,Active  learning or gamified learning can be some ways of teaching the students in a better way ,It helps students to learn in a better way without taking too much pressure 
10-11-2022 09:33,22,Female,"B.tech, Civil engineering ",07-07-2022,Yes,"Designing, outdoor exposed course","No, 1st preference was architecture ",2nd pu and cet ranking,Want to learn programming languages ,8,"Take personal time, spend time alone","Noo, Institutions need get out the knowledge from the students abt how much they have understood or how much they know about certain things.",I think it can be changed which will be less stress for students.,5,1,4,2,3,9,5,Keep learning and working hard.,My education should help others to get proper education ,"Topics should be related to our current life, they should teach how we can change or improve our future more like this .",I think students can learn better by that method as they are exposed to the topics
10-11-2022 09:47,22,Female,B.E in ECE,7/28/2022,Yes,Core branch,No,"Future scope, diverse options",Stable short span job ,6,Asking help when required trying to be ready before deadlines,Not to a greater extent. Practical knowledge is negligible and courses are not up to date,Seems as formality while restricting ones path to grow,2,3,5,1,4,8,8,When your have no regrets with what your doing which doesn't give any 2nd thoughts,Yet to explore more on that,Only classroom activities isn't sufficient learning should expand beyond that. Books too. ,Working on real time meaning being in the present tech involved and discovering new solutions
10-11-2022 10:19,21,Female,Engineering in information science ,7/20/2023,Yes,Interest in that course,First preference ,Nothing,Top get a job,5,By handling the situation peacefully ,It’s appropriate but not completely ,It should made easier so that everyone can go through it,5,4,3,2,1,9,8,Reaching a goal that you’ve set out to achieve ,Knowledge that would be useful in future ,By little improvement in education system,Nothing
10-12-2022 21:38,21,Male,MBBS,07-01-2024,Yes,Challenging and interesting field,Yes,.,To secure a PG seat via entrance exam,6,"Food,gaming,watchint shows",Yes ,Everything is fine except reservations,5,3,4,1,2,8,8,A state of happiness and satisfaction with your job,I would like to be conpetent enough in my field to help people,School education should focus more about things which we actually need/ use in our life in future,I feel hands on learning would be the most practical way 
10/15/2022 20:15:45,21,Male,BE. Biotechnology,8/27/2022,Yes,It is an engineering course with focus on biology,It was my second preference,"In my other course I probably had to relearn swimming and it had more emphasis on physical fitness, I didn't want to put that much effort.",Master's degree,6,I don't,"Not really, it only focuses on memory. It would be better if they taught and assessed us via a skill based curriculum. More application based experiments or just hands on projects from a lower grade in school. That could help identify and encourage practicality rather than just memory.",They're too hard and it just ends up being based on luck.,5,3,2,1,4,10,8,"I would say I've succeeded when I can just treat my life as a side quest, as in I can just do nothing or just simple things daily and live in peace. ",A monotonous or routine life.,Make it more hands on.,"It's more effective, if hands on learning was paired with one on one interaction it essentially would ensure that the teacher and student have a dynamic relationship which could benefit the student's learning capacity."
10/15/2022 22:55:01,22,Female,"B-Tech, computer science and engineering ",07-07-2022,Yes I'm happy ,Passion ,Astronomer ,Parents ,Complete masters ,2,Watching FRIENDS series ,Nope,It should be more fair ,3,2,1,4,5,10,10,Being independent ,Knowledge ,More practical based leaning ,Salary 
10/15/2022 22:55:58,22,Female,B Arch ,05-01-2000,No,Passion ,Yes,Nothing,Practice architecture ,10,Power nap,No,Very competitive ,3,2,1,4,5,10,3,Living an independent life ,Practical knowledge (in my field) ,Practical exposure in the chosen field ,Passion
10/17/2022 14:06:23,21,Female,BSC - CMS,4/30/2021,Yes,Passion towards the subject,"It was 2nd preference, my 1st preference was studying Bio-Tech","There was no facts, I liked both the subjects",No plans,3,"Take a deep breath, need to face everything in your life. Just be calm and do something you like to do.","Yes, judgement of students by their scores","More than entrance exam, we need to do personal interview of a student.",4,5,2,1,3,9,6,Learning,Learning,Practical learning,Practical learning is the best learning
10/25/2022 18:52:33,23,Male,Msc data science and computing,5/25/2022,Yes,Demand,Yes,Nothing,Money,3,Relax,Yes,It's good,1,5,2,3,4,10,9,It's our past. What we were in the early stage and what we are in the current stage. Past defines our success,"Education is for life, not for living",Don't kill your talent for others. Learn yourself instead of depending on institutions. ,Self learning is the best learning
10/25/2022 20:32:38,23,Male,M.Sc Physics ,4/30/2022,Yes,My interest ,Yes,I didn't change my preference ,Get a job related to physics,5,Watch movies ,Yes,It's good ,1,2,3,4,5,5,7,Smartwork,Social commitment ,To work on one's self is more important than blaming the system.,It's more efficient 
10/26/2022 21:28:25,22,Male,Data Science,10/26/2022,Yes,Growth in Data related jobs.,Yes.,Not arise.,Establish myself as a data science professional.,8,"Watch movies, speak to my friends, go for walks.",Not accurately. More focus should be on industry oriented practical studies besides in depth theoretical studies.,Should be more stringent as it was mostly based on marking that they selected candidates.,1,2,3,4,5,8,9,To be satisfied with your work and results.,To be a professional who would work for the betterment of the society.,Education should be more open and easily accessible to all.,Students get exposed to the practice of self study.
